Gene symbol	Control1	Control2	Anergic1	Anergic2
Gml	4.2	5.4	2.2	3.9
Gml /// Hemt1	23.3	35.4	7.3	40.7
Hemt1	19.1	67.5	37.9	70.5
Cradd	202.0	256.5	256.7	203.3
Cradd	326.2	572.1	254.5	456.0
Msln	20.6	14.1	13.5	13.6
Sox5	74.1	137.7	56.7	108.4
Nfil3	667.1	301.3	1346.8	295.7
Msx2	7.1	15.9	14.2	8.7
Lcp2	3126.3	3328.4	5506.8	5491.2
Ebf2	95.7	67.5	25.8	134.8
Tle4	184.6	150.2	55.7	132.3
Rag1ap1	1350.8	1623.0	1833.8	1415.9
Hrg	7.1	9.7	3.9	7.7
Sept1	445.3	451.1	392.5	379.2
E2f1	83.6	209.2	160.4	213.9
Zfp639	500.5	599.9	301.8	328.4
Znfx1	400.9	693.9	358.9	269.3
Cnot6l	176.5	238.4	206.3	263.7
Gdap1	9.1	13.3	18.0	14.8
Ggt5	65.2	136.0	8.6	9.9
Neurl4	957.3	682.9	564.8	549.8
Psmc3ip	6.9	13.0	2.7	3.8
Cd3e	10101.8	5974.0	8277.5	6808.3
Dab1	83.0	111.9	142.3	135.2
Mug2	14.0	5.7	19.7	16.5
Marco	5.2	17.1	8.8	19.3
Cd8a	6.2	18.0	10.8	9.5
Brca1	11.5	15.6	57.5	84.2
a	149.1	127.9	71.5	33.3
A430104N18Rik	1760.3	2344.1	2074.9	1470.3
Shf	19.1	15.2	36.6	118.5
Nmt1	375.9	384.5	211.8	359.7
Gabpa	160.4	211.4	157.9	179.4
B230308N11Rik	1164.3	1460.8	1062.1	1013.7
Smad1	10.0	14.2	7.7	7.0
Smad1	103.9	99.4	49.8	83.4
Srpk1	537.3	681.2	430.9	447.2
Myod1	341.1	402.2	296.1	543.3
	54.0	143.5	77.8	102.6
Inppl1	994.1	1101.0	1478.0	1320.0
Mt4	16.5	14.1	15.3	15.2
Col3a1	5.2	10.3	5.4	8.5
H2-Ke6	1297.8	1422.3	1546.5	1018.2
H2-Ke6	115.1	105.9	86.5	112.4
Ggta1	1088.5	929.4	397.1	966.3
Stat4	1143.0	1469.6	1206.4	1362.5
Gzma	100.3	40.3	86.7	99.1
Ell	966.9	920.7	944.1	774.7
Cyp1a2	33.2	41.9	27.5	82.5
Vegfb	530.1	568.1	348.2	346.1
B4galt1	1817.4	1624.3	1758.4	1874.8
Cd44	6.9	1.2	2.2	3.1
Cd44	12.5	7.0	16.5	17.0
Cd44	1101.9	788.6	854.6	623.6
Atf5	101.9	113.6	131.0	133.2
Efna1	45.5	18.2	17.9	28.9
Hira	412.5	488.9	413.4	457.0
2610005L07Rik /// 6820431F20Rik	718.8	314.1	522.4	312.1
Sin3a	1061.0	1191.0	995.6	1292.5
Ccl21a /// Ccl21b /// Ccl21c /// Gm10591 /// Gm13304 /// Gm1987 /// LOC100041593	47.1	51.3	26.9	42.1
Usf2	1049.9	889.0	708.7	769.8
Bcl6	1186.0	1130.2	1165.1	2059.9
Cd68	71.0	91.3	497.6	531.5
Gpr137b-ps	7337.5	4425.3	1325.7	1648.4
Uso1	444.6	499.6	518.4	664.2
Map3k1	976.2	1488.4	1370.2	1107.7
Map3k1	99.8	204.1	109.9	199.3
Map3k1	49.3	41.2	46.3	68.1
Lcat	45.5	47.0	44.4	116.5
Adam8	4050.5	4712.0	6843.9	5612.7
Mov10	210.4	354.5	268.2	407.6
Cryge	149.0	289.2	148.7	276.0
1810030O07Rik	1461.2	1501.4	1585.8	1672.6
Itk	4332.1	3127.7	3689.7	3190.8
Pdcd4	3176.6	3731.1	4561.4	3692.3
Dnm1	1799.1	1596.1	2726.9	2153.1
Dnm1	1728.1	1298.9	2017.1	1528.5
Tpst1	108.0	84.0	52.2	101.6
C4a /// C4b	166.4	79.9	92.6	97.7
Ccne1	196.6	154.5	349.3	384.7
Tap1	5285.8	5195.8	5563.8	5076.5
Xrcc6	161.2	377.1	198.9	176.0
Ctf1	59.9	164.4	76.8	180.6
Guca1a	92.2	135.0	69.5	156.8
Itga5	7.1	22.5	8.0	8.7
Cd83	58.2	81.1	8.4	41.7
Efna4	46.6	159.8	74.2	100.5
Mtcp1	649.8	629.9	415.0	510.5
Mtcp1	962.3	794.8	663.9	988.1
Mtcp1	92.6	158.7	62.3	88.7
Car4	210.8	247.4	112.4	178.9
Pxmp3	647.9	552.4	511.9	539.1
Mycn	16.6	9.9	48.4	15.5
	327.8	308.5	273.8	424.6
Tcf21	28.4	25.1	16.8	17.8
Expi	142.3	36.5	169.7	108.6
Nr2f2	14.2	192.4	62.8	203.6
Myog	81.9	132.4	104.5	135.8
Polr2a	1154.4	1173.3	1178.0	1782.2
Polr2a	1234.9	1756.4	1061.7	2118.7
Utp18	564.5	399.1	530.5	374.6
Pold1	474.4	640.5	314.7	555.3
Gm9880 /// Tcp10a /// Tcp10b /// Tcp10c	48.3	51.1	14.1	22.5
Fxyd3	16.4	101.1	32.7	94.0
Lgi4	188.3	277.7	160.4	167.4
Gad1	8.6	56.2	4.9	6.2
Rab33b	361.6	514.4	281.9	429.5
Zfp62	481.6	469.4	666.5	361.1
Chek1	113.6	88.6	95.4	66.3
Slc20a1	2287.8	965.4	489.4	432.1
Cmpk2	37.5	260.2	9.6	11.9
Rala	347.7	231.8	444.7	202.2
Akr1e1	190.5	321.1	237.6	259.6
Lin9	59.9	206.2	59.6	79.9
Sirpa	16.2	12.4	24.4	14.2
Topbp1	435.6	430.1	362.0	268.5
Hsd3b1	81.1	140.1	84.5	108.7
Gm12372 /// Taf9	2436.1	2430.3	3031.2	3291.3
Gm12372 /// Taf9	1146.3	769.3	1470.1	1074.3
Pou5f1	26.4	88.5	36.7	81.8
Chmp5	336.5	462.8	453.1	478.6
Tmem150a	52.6	126.9	46.6	100.9
Arid2	340.3	535.1	449.2	508.0
Samhd1	989.3	1739.7	2874.4	1899.0
Baz1b	1416.0	1690.3	1501.7	1381.5
Ammecr1l	533.5	866.7	666.4	760.9
Lipe	167.5	231.9	273.3	304.8
Csrp3	9.1	9.4	9.2	12.1
Hebp1	19.2	38.3	11.2	27.2
Hoxa5	109.3	45.4	111.1	81.6
Sult1a1	37.5	15.5	11.0	8.0
Chl1	47.3	11.0	3.7	10.0
Cd48	1615.2	2321.5	1970.8	2878.7
Uqcc	466.8	274.1	181.8	57.8
Relb	914.4	764.4	1150.0	701.9
Trim37	720.7	782.9	561.0	613.4
Serf1	159.3	252.4	247.9	171.0
Grb7	88.2	105.8	68.8	126.7
Zfp259	125.8	293.7	177.8	259.1
Sdhaf2	529.9	574.5	641.5	706.4
Baiap2	701.9	454.4	779.3	863.4
Cxxc1	3079.5	2140.5	1800.5	1986.4
Wwtr1	5.9	9.5	8.9	8.5
Tarbp2	433.0	694.9	423.5	600.9
C78948	45.9	55.6	32.4	24.8
6330512M04Rik	55.0	132.2	203.6	88.4
Xcl1	67.5	154.2	980.7	189.0
Fam65b	118.8	161.4	18.4	80.3
Ttk	38.1	97.2	51.1	62.5
Gbp3	784.3	858.9	646.8	561.4
E2f8	37.0	78.4	4.3	68.4
E2f8	52.7	132.7	16.8	70.3
Tcirg1	2103.3	1970.6	1098.0	1252.8
Cog5	412.4	286.1	355.4	247.1
Pola1	463.2	611.3	158.2	211.8
Kcnc1	21.6	51.8	23.6	21.4
Ltbp1	6.7	5.8	3.9	6.1
Csf2rb2	123.7	209.3	78.5	154.2
Wdfy2	403.0	379.1	232.2	210.1
Cdca7l	2594.9	2189.2	1060.7	935.9
Cdh15	86.3	110.7	66.3	76.1
Hspb2	11.1	19.6	4.6	9.5
Hspb2	131.4	281.8	163.4	154.5
Ikbkg	779.3	479.3	637.9	511.5
Cflar	90.2	187.6	184.9	216.2
Slc10a3	872.9	660.5	1033.1	923.0
Acpp	239.5	161.0	166.3	98.2
Ndnl2	592.7	181.3	337.0	238.6
Saal1	193.2	282.5	129.0	78.7
Eps8	30.1	37.7	29.3	44.5
Prkce	119.0	111.7	185.6	107.5
Rab33a	70.9	32.4	21.3	23.9
Dnase1l1	660.4	571.4	578.3	462.5
Mrc1	16.6	15.3	8.8	16.2
Ugt2b34	5.7	63.5	8.7	25.8
Mtmr7	36.4	75.3	59.9	45.5
Ncoa1	236.9	218.1	197.2	191.3
Rhoh	717.8	448.2	375.7	477.8
Mtap1s	631.6	419.3	481.3	96.1
Hipk3	178.3	247.6	201.1	311.3
Nefh	257.2	281.7	224.5	314.9
Npy	45.7	35.0	78.3	38.7
Ring1	234.7	225.9	151.8	284.5
Mxd3	39.2	79.9	44.0	51.5
Wnt4	8.3	14.9	10.0	24.2
Cdx2	19.4	35.1	15.5	25.5
Ear2	75.6	129.7	98.7	130.3
Adcy2	38.9	38.2	17.7	32.2
Ap1g1	590.4	654.6	421.2	637.7
Emp2	133.6	64.4	288.7	375.5
Clec11a	267.1	141.9	160.2	138.9
Cst8	20.3	92.6	30.5	36.3
Mpp3	114.5	102.2	25.9	94.9
Fkbp1b	143.9	416.7	204.8	297.2
Chrd	38.9	21.0	26.0	51.2
Dfna5	59.0	19.2	28.7	14.1
Cdadc1	402.6	250.2	232.1	158.2
Gpr37	23.2	93.3	41.6	86.1
Lin7b	23.2	18.2	6.5	38.6
Trafd1	1259.6	1415.0	1970.4	1588.8
Traf5	326.4	382.4	511.4	686.7
Ms4a4d	5.3	98.9	37.2	43.7
Tmem56	56.7	20.1	21.0	41.0
Ly75	1043.7	1644.5	1850.1	1459.3
Gfi1	659.3	436.2	358.2	250.3
Dock5	118.5	182.7	78.9	136.7
Gspt2	471.5	449.1	321.0	482.4
Hipk1	319.6	197.4	270.5	203.0
Epc1	743.3	895.1	704.5	708.1
Mtmr1	224.3	345.3	313.7	553.0
Epb4.1l1	8.4	18.5	8.6	18.3
Ltb4r1	2259.4	3065.1	1247.4	2129.8
	15.8	363.6	11.2	152.8
	34.2	102.8	100.5	228.6
Zfp125	27.1	396.0	60.8	309.6
Gtse1	301.3	76.8	255.3	345.9
Lrp6	11.9	64.2	29.5	97.8
Capn3	178.6	309.9	212.3	375.6
Abcc8	63.4	111.5	37.2	19.8
Abcc8	41.8	90.6	16.9	45.6
Atp6v0a1	178.7	218.6	201.4	319.1
Large	37.1	53.1	51.3	36.8
Med12	2571.1	3814.2	2063.7	2701.6
Padi4	34.1	72.2	21.7	21.6
Sh2d1a	469.5	555.0	592.5	455.9
Cd2ap	33.8	68.0	39.0	48.6
Rasgrp2	95.7	118.3	100.5	153.1
Elf5	24.8	17.0	34.6	29.9
Cyp8b1	33.3	41.0	25.5	35.7
Mbd4	175.8	239.7	167.4	182.8
Stam2	227.8	158.7	201.2	294.9
Nrip1	136.4	52.4	236.5	139.0
Corin	11.9	87.9	8.1	51.4
Magea2 /// Magea3 /// Magea5	39.2	101.3	73.4	40.0
Stc1	10.2	12.8	30.5	10.7
Gosr1	865.5	520.9	591.6	527.3
Rgs5	24.1	24.7	23.8	10.1
Mia3	995.2	1327.3	861.2	977.7
Cst9	25.4	99.8	10.3	35.3
Pfkfb1	26.4	40.1	99.8	36.5
Speg	20.0	21.8	9.8	43.8
Pld4	135.6	331.7	105.1	109.3
Abcb7	605.9	1093.4	847.0	1259.2
Sox3	138.1	209.7	118.8	154.4
Sox3	211.8	245.6	165.0	254.1
Chd7	460.9	434.7	536.2	606.9
Itgb4	24.1	33.4	38.3	30.6
Serpinb6c	26.9	73.1	63.5	68.8
C79407	149.5	143.9	116.9	125.3
Mtor	263.1	404.6	374.2	522.3
Kdm5b	10.6	7.7	19.1	20.4
Osbpl5	427.5	815.1	314.2	463.1
Esf1	751.7	864.4	727.6	659.0
Esf1	46.7	24.2	15.8	18.2
Parp8	298.9	418.0	1236.2	752.0
Tnrc6a	1305.2	1139.0	1723.5	1233.8
Camsap1	133.8	231.6	197.3	206.7
Coch	5.4	8.0	4.0	3.9
Gabpb1	323.6	155.7	284.4	243.5
Psmd10	278.6	337.4	395.6	359.1
Mobkl1a	369.2	388.4	424.1	415.4
Rpia	586.3	1031.8	641.1	1255.3
Tbcel	368.4	488.6	427.2	411.4
Prrx2	21.9	79.4	48.3	57.7
Tank	726.8	969.2	1028.2	1078.3
Strbp	62.3	88.6	58.3	55.3
Strbp	757.4	389.5	603.7	302.5
C030006K11Rik	212.4	248.8	175.8	315.6
Gpr125	37.5	19.8	10.3	39.4
G6pc	307.8	286.7	212.0	363.3
Crcp	388.2	263.6	333.5	465.7
Lgals9	1002.2	955.7	312.9	594.8
Bpnt1 /// LOC100504952	10.3	6.1	27.6	8.1
Parp6	391.0	368.1	484.5	389.7
Rhd	50.3	39.8	23.4	36.1
Ctps	819.3	822.2	590.8	616.3
Eed	1404.0	1339.0	1682.1	1826.1
Fam110a	984.8	591.6	780.3	581.8
Dnajc1	969.7	1471.3	2732.1	2697.8
Spna2	1694.8	1005.9	2315.4	1473.0
Clk2	1255.3	1207.2	980.4	876.2
Cramp1l	542.9	675.8	494.6	566.5
Osbp	806.0	859.5	606.2	833.2
Lyn	62.3	71.4	8.7	73.7
Psmd7	995.0	876.7	914.6	853.7
Dpagt1	371.5	491.4	500.9	543.3
Cyp4b1	240.4	390.9	249.5	404.6
Mrps31	831.7	413.6	341.8	398.7
2010001M06Rik	9.3	13.3	5.2	17.1
Dock7	3.5	6.1	1.3	5.4
Slc2a2	6.4	21.8	9.9	75.7
Mettl8	339.3	462.0	257.2	360.6
Tssk1	16.2	126.6	19.7	131.0
Ccdc90a	13.2	91.8	55.5	72.6
Ptger4	2546.7	5134.1	908.6	908.9
Taf8	942.2	618.8	745.2	635.2
5730494M16Rik	1830.3	1385.6	1823.3	1103.1
Arhgap9	881.2	1160.9	1266.6	1600.4
Arhgap9	1147.7	1448.7	1604.7	1814.6
B4galnt1	4563.7	2994.0	6140.3	4514.4
Klf13	2542.5	1237.6	1252.2	872.7
Lin7c	2342.8	1656.1	1952.9	1272.1
Slc39a7	1148.9	1244.1	1406.9	1378.8
0610007P22Rik	16.7	29.9	16.5	19.5
Zcchc3	54.1	48.8	94.3	56.8
Zcchc3	22.2	39.5	33.7	65.2
Pitpnm1	911.4	869.4	1044.6	1031.5
Lrp2	27.4	100.8	55.4	94.1
Prl4a1	49.1	7.8	47.7	10.4
Fbxo3	640.6	686.2	881.2	921.3
Sec31a	1572.6	1525.1	1434.0	1450.5
Rgs10	15.8	158.9	15.8	22.5
Fam60a	708.5	442.1	482.7	478.9
Acot8	281.6	172.6	265.2	234.5
Phf1	1540.4	924.5	909.0	908.5
Mypop	1157.9	1459.2	1013.7	1627.4
Aass	36.5	79.1	75.9	52.1
Ccbl2	53.8	69.1	69.7	74.8
Adcy7	3861.9	4184.9	3220.2	4435.8
Pspc1	409.0	280.5	288.7	162.7
Fxyd5	8531.0	9616.2	7592.7	7042.7
Sgca	25.3	14.2	12.3	31.1
Agfg1	466.5	430.7	623.5	656.3
Pxn	615.4	636.7	493.7	693.9
Scmh1	27.3	31.5	15.9	30.5
Tug1	1039.8	933.9	1119.1	767.2
Acads	313.2	332.8	493.1	445.4
Tm7sf3	781.7	748.8	1042.2	1024.4
Lhpp	93.6	276.2	45.9	265.3
Rere	320.0	338.1	319.9	354.2
Strada	132.5	326.9	247.4	206.8
Gpn1	1157.3	704.9	608.0	558.5
1300017J02Rik	10.4	7.3	6.5	6.2
Prkd2	550.2	711.9	423.9	717.1
Baiap2l1	17.5	20.2	14.2	21.3
Gna11	34.3	38.3	34.9	49.7
Limch1	6.3	26.2	5.2	56.8
Pwp1	288.0	468.4	205.2	343.5
Skiv2l	953.2	944.0	741.9	815.5
Wrnip1	707.4	720.3	749.9	503.4
Mapk6	974.1	524.0	1081.0	563.6
Rfc4	93.2	112.2	73.2	32.2
Emd	1007.8	906.2	1528.7	1042.0
Frrs1	475.8	324.0	652.6	486.6
Cd1d1	199.8	277.6	192.2	215.3
Cyb561	148.9	58.3	24.8	36.2
Tmem229b	710.0	523.9	468.5	374.6
Fbxl3	292.0	314.5	284.9	238.5
Pold3	374.6	749.4	380.6	850.0
Adi1	719.7	837.8	810.2	661.7
Dbn1	3.6	4.3	3.3	3.9
Isg20	3390.1	4207.8	1145.4	1251.9
Cyth3	148.4	87.2	803.8	910.5
Cyth3	16.1	17.8	166.5	210.6
Map4k4	186.0	87.4	228.0	187.2
Gtpbp1	939.5	725.2	1064.2	841.1
Zfp57	32.3	12.1	21.6	23.9
Dio2	68.7	144.8	28.4	63.1
Psd	544.9	867.1	453.3	821.3
Gabpa	610.2	638.8	519.5	411.8
Csnk2a1	317.0	237.3	385.8	291.5
Dhrs7b	590.4	739.2	468.6	654.3
Aim1	1716.2	1962.6	2204.2	2112.6
Dna2	152.9	207.8	113.6	153.9
Hoxb6	257.6	401.7	196.1	323.7
Ifih1	536.6	719.6	316.3	375.5
Arhgap39	617.8	686.3	621.2	735.2
S100a8	55.8	111.8	45.8	84.5
Lsm14b	653.1	512.3	574.4	512.2
Bcas3	355.0	404.0	305.5	224.4
Ptk2b	868.3	1045.8	1315.8	1309.1
Prodh2	80.3	95.8	28.0	99.9
Spic	5.4	4.7	2.6	6.7
Exoc8	84.0	163.7	90.1	125.0
Ece1	1245.2	1836.5	3064.8	3049.5
Rev3l	626.6	994.8	673.9	761.1
Hc	24.6	85.3	43.6	27.9
Slc39a6	447.6	764.2	583.7	459.5
Ddit4	3636.0	2602.5	2148.2	571.2
Dock2	2820.5	3082.3	3268.0	3583.4
Pramel4	65.9	67.7	24.3	84.3
Saa2	105.1	90.6	35.2	74.8
Cyhr1	621.5	475.3	562.7	469.6
Cyhr1	1064.0	622.5	977.4	664.6
Mns1	50.0	15.7	7.6	5.6
Elovl3	56.0	27.0	33.8	18.7
Pramel6	30.7	12.5	35.6	37.3
Tbc1d15	173.7	179.0	222.5	227.5
BC053393	3.9	9.2	6.2	3.9
Pak4	154.4	207.6	100.4	297.1
Ate1	113.9	179.6	149.6	195.5
Ficd	384.0	188.0	272.3	206.2
Cdx1	22.5	48.4	18.7	37.2
Zfp787	140.5	178.8	131.7	217.6
Samd10	632.0	406.4	314.8	570.9
Cd4	4084.1	3941.8	4586.4	5106.0
Zfp808	236.0	292.5	173.8	282.5
Ercc5	398.2	460.6	347.1	353.0
Popdc3	53.4	85.9	16.0	10.0
Nynrin	119.5	116.9	97.9	127.4
Il1b	31.7	30.7	14.1	15.0
Ly6h	71.2	60.9	49.1	127.8
Selplg	7636.2	8180.9	7208.6	8363.0
Ubxn11	362.0	501.7	263.0	350.7
Wnt11	9.3	27.4	10.4	16.8
Nav1	76.1	183.3	9.4	93.3
Cpxm1	13.8	9.7	7.4	9.2
Nmb	44.8	85.3	58.5	39.8
Tspan8	9.2	14.6	15.0	6.1
	80.8	72.7	37.8	48.4
Arid3a	70.8	90.6	34.4	47.4
Ftsjd1	314.7	226.1	201.5	134.4
Gcgr	180.9	259.5	143.0	295.3
Vwf	18.2	13.6	12.3	25.3
Acvr2a	75.8	99.8	68.6	58.2
Pura	1428.1	1273.6	1401.4	1606.7
Nrk	55.9	69.1	29.5	79.7
Plcg2	53.0	100.5	45.0	93.8
Ssbp2	2690.7	3119.1	1875.4	1681.1
Dsc2	37.3	109.8	27.7	32.8
Emr1	24.0	20.2	36.4	36.9
Pcgf5	161.9	170.6	158.7	181.0
Tnfrsf9	175.9	111.5	1323.9	803.5
Slc6a12	465.2	808.9	1454.9	2010.2
Prr5	34.9	36.5	23.5	43.3
Tspo2	346.9	518.3	236.4	542.3
Wnt5b	83.2	138.0	56.2	114.3
Tnfrsf21	49.1	18.7	16.6	21.5
Cant1	1704.6	1647.8	905.3	784.4
Celsr1	3.4	8.3	69.4	9.9
A530040E14Rik /// LOC100038957	194.7	584.7	170.4	396.8
Ctla2b	280.4	160.0	129.1	103.1
Ces1g	22.9	49.7	8.2	25.4
Vegfa	79.5	32.4	26.9	31.0
Mpp7	20.8	29.5	15.6	27.5
Sgcd	47.9	74.7	14.6	72.8
Leng8	736.2	448.5	519.5	532.0
Cdan1	616.0	469.6	423.8	396.3
Hnrpll	1510.3	1934.3	924.4	1209.1
Padi2	481.0	735.6	630.7	696.5
Slc35e4	425.0	279.3	362.6	333.2
Tnfaip8l1	114.6	196.7	168.3	214.1
Fancg	155.2	251.4	229.3	213.1
Ero1lb	1792.6	1692.4	2318.0	2061.1
Eomes	17.9	32.7	9.9	4.6
Hbb-bh1	131.2	63.7	37.2	64.9
Hbb-b2	11.1	55.1	5.6	9.3
LOC100503273	15.3	25.6	41.0	79.0
Tmeff2	28.4	50.6	20.4	74.6
Eif2ak3	278.4	195.8	289.6	275.6
Tbx3	30.6	6.5	5.1	19.0
Tec	82.0	52.7	340.1	243.3
1810021B22Rik	83.6	104.7	85.5	85.4
Tcte2	73.1	92.5	42.8	57.2
Tnks1bp1	145.7	186.1	58.6	133.3
Sez6l	45.4	22.9	11.0	78.5
Pus1	835.8	942.3	686.1	558.8
2610019E17Rik	149.5	99.1	126.4	136.6
Fosl2	188.5	97.0	234.9	112.3
Slc41a1	204.1	226.7	299.7	309.8
Tac2	21.6	43.7	32.3	46.3
Nes	75.1	71.1	31.2	59.6
Ednrb	47.4	20.3	8.5	9.1
Plekha5	460.2	773.4	472.3	686.0
Rabep1	133.8	248.9	344.2	223.3
Mcm10	22.7	36.6	34.2	26.4
Adam19	48.4	91.7	21.1	13.3
Chmp4b	6433.1	4700.2	5141.4	4212.9
Angptl2	162.5	217.0	162.7	179.8
Vps37c	472.9	353.7	415.0	389.4
Krt31	123.9	200.9	81.0	134.5
Prkaca	815.6	842.7	1369.0	1274.9
Lysmd2	132.4	11.2	31.8	15.7
Gm3579 /// LOC67527	556.6	1386.5	407.2	377.3
Rnf19b	2481.2	448.8	323.3	216.6
Uvrag	888.6	1022.7	748.2	871.3
1810009A15Rik	974.9	842.2	1031.8	931.2
Fryl	1017.1	1201.5	1275.2	1549.9
Srpx	21.4	44.0	130.8	40.7
Sh3glb1	237.1	125.8	199.8	200.7
C1qtnf3	29.3	53.7	10.2	38.4
Lst1	2617.4	2133.2	1684.0	2747.3
Pip5k1b	12.3	79.5	33.3	29.8
Ablim1	952.7	1187.8	984.1	842.2
Nefl	33.1	69.2	29.2	35.6
Pfkfb3	39.8	82.7	29.8	69.5
Tom1	802.1	555.5	631.7	489.2
Rac2	17238.5	19175.7	15824.5	20206.8
BC013529	446.5	152.1	611.2	147.2
Acot1	123.9	122.0	85.6	123.1
Ube2w	53.2	106.6	91.3	97.7
4933407C03Rik	4276.8	3929.2	5593.9	4238.7
Spast	115.1	186.9	146.5	214.6
Adam15	125.6	468.7	212.8	283.6
Krt16	46.4	90.4	129.4	141.0
Ggcx	12.6	13.7	7.9	19.0
Taf6	107.8	216.2	130.7	162.1
Map2k5	661.0	902.0	1055.0	1196.3
Nppa	295.6	585.5	380.1	302.5
Fbxl15	126.9	110.1	188.2	135.4
Zfp524	426.9	407.9	287.1	313.3
Dgka	490.5	749.7	1972.3	1741.5
Dct	135.6	61.7	82.8	57.1
Dhx9	314.8	301.3	518.0	281.0
Mdm1	36.1	37.1	37.1	36.0
Epb4.9	76.3	88.5	61.3	89.8
Ptrh1	56.8	240.5	123.2	270.2
Dao	135.1	197.8	116.0	230.9
Eftud1	380.0	331.7	297.0	288.1
Rgs19	9.2	12.3	16.1	7.9
Rgs19	347.1	392.0	224.4	383.4
Rgs19	1016.2	1327.5	775.7	1420.3
Gpx7	15.1	24.8	13.8	13.4
Fars2	475.9	432.2	702.6	587.7
Cryga	38.0	17.9	6.4	17.9
Pde4b	215.8	296.9	244.0	344.2
Cd47	4121.1	4167.1	4335.4	3769.4
Aqp2	44.6	162.6	61.0	61.9
Aldoart2	223.8	298.6	233.6	264.5
Nfkb2	823.9	935.1	2354.7	2594.9
Pyhin1	135.7	111.9	60.3	59.1
Col11a2	46.2	111.3	163.0	138.3
Cd55	27.9	55.6	6.5	55.9
Ckmt2	2.8	17.6	2.8	8.7
Cyb5b	463.2	767.8	470.9	765.4
Smn1	1083.8	718.2	677.2	643.4
Mlycd	2757.7	1628.5	2918.5	1916.3
Fbn2	39.7	25.2	26.8	68.6
Urm1	414.0	227.1	384.8	406.1
Afg3l1	640.9	589.6	578.8	502.9
Lef1	2258.4	1351.0	1309.7	1474.0
Lef1	730.7	317.8	495.0	226.7
Lars	718.1	822.1	680.9	735.7
Zfp688	736.2	506.7	517.9	415.6
Hmgb4	63.5	27.8	16.8	36.4
Irf9	2068.8	1877.5	779.6	615.7
Tgds	339.9	460.8	235.2	419.5
Pnkd	1405.1	1774.4	1763.1	2679.0
Naga	1299.3	1300.4	1171.0	1320.6
Fnbp1	968.8	960.4	880.0	626.0
Ifit2	118.1	157.7	98.8	92.8
Fam167b	11.7	10.3	8.4	10.9
G3bp1	2751.3	2991.7	2075.4	2171.8
Zdhhc16	532.9	664.0	351.7	334.1
Dpep1	65.9	18.5	7.6	20.1
Dnajb8	27.3	47.4	41.2	75.3
Crat	331.3	491.5	371.2	444.0
Glb1	581.9	721.9	415.5	550.1
Tacstd2	197.2	191.2	155.4	178.3
Hao2	3.8	5.1	3.5	2.6
Vps53	785.4	938.2	881.5	1024.6
Gtf2f2	521.8	407.4	521.0	697.2
Mras	30.8	34.4	14.0	15.3
Hmgn5	871.3	580.6	826.4	643.3
Hdac3	360.9	217.7	543.4	233.3
Lancl1	1475.2	1417.2	4584.5	3124.6
Mtf2	377.0	395.4	866.0	787.0
Mtf2	93.2	112.5	151.0	139.0
Pex11a	114.0	192.4	85.8	54.4
Ncf4	1698.1	1974.1	1883.4	2294.7
Pomgnt1	382.0	341.7	331.4	432.5
Cinp	77.7	84.0	122.6	154.6
Elovl6	89.9	53.3	101.8	129.9
Hoxb5	32.1	135.0	37.2	58.8
Atp13a3	2558.0	2794.6	2432.4	2201.8
Supt6h	930.6	1103.4	1186.2	1001.5
E330034G19Rik	408.9	523.0	252.8	449.9
Cyp2a12	180.8	239.2	90.3	238.0
Htatip2	437.8	483.2	634.5	556.7
Phf23	336.9	734.2	478.2	653.2
C2	177.1	178.1	132.5	118.0
Eif2s3y	54.0	6.3	30.6	26.2
Robo1	9.1	10.8	3.7	13.7
C1qtnf1	48.8	96.3	15.2	28.8
Sbno1	2036.2	2378.8	2048.3	2650.4
Cdc23	21.3	28.0	49.2	27.4
Srpr	410.6	571.3	456.9	912.5
Atp6v0a2	976.7	1678.1	1483.5	2047.5
C80913	265.2	367.0	500.4	446.3
Dhodh	275.5	469.6	242.7	308.8
Tekt2	9.7	11.2	7.7	8.5
Pag1	6.9	8.4	3.8	21.1
Mcoln2	67.9	48.4	49.7	52.1
Ankrd43	31.9	6.1	2.9	7.3
Abcc3	81.7	250.9	75.7	207.3
Lat2	91.2	82.5	124.5	103.8
Trim13	113.4	92.1	38.2	106.8
Efnb3	147.4	218.6	120.3	191.0
Tirap	51.9	56.5	23.7	42.5
Nup188	94.6	175.6	136.1	196.7
C330007P06Rik	3403.6	1523.8	2747.6	1326.1
C330007P06Rik	50.2	46.6	45.5	49.5
Lifr	57.0	59.9	31.7	83.1
Frat2	87.1	130.9	50.3	61.8
Frat2	117.3	66.9	80.5	63.9
Ccdc52	154.0	264.7	316.9	337.1
C730048C13Rik	5.0	9.9	20.1	53.2
C730048C13Rik /// Gm5631	38.7	186.1	57.2	170.7
Ddhd2	688.3	648.6	469.4	362.5
Sfxn2	316.4	397.9	341.0	640.2
C3ar1	79.4	80.6	36.5	70.8
Eif1a	759.3	244.5	527.9	318.9
Col1a1	291.7	302.5	187.7	341.9
3110048L19Rik	348.0	213.9	220.9	154.6
Casp9	164.9	238.8	106.0	279.5
R3hdm1	398.2	621.1	747.1	381.3
Usp9x	971.3	1054.9	807.4	1052.0
Iyd	15.7	67.0	29.0	60.2
Scin	349.1	370.5	690.6	908.8
Cep350	696.6	826.2	496.8	619.2
Wwp2	352.4	274.1	287.8	260.7
